id;full_name;age;gender
2422;Вячеслав Изотович Евсеев;29;М
2423;Кононова Клавдия Павловна;37;Ж
2424;Котова София Альбертовна;57;Ж
2425;Лебедева Евпраксия Петровна;53;Ж
2426;Нинель Матвеевна Котова;35;Ж
2427;Регина Рубеновна Волкова;28;Ж
2428;Мухин Марк Чеславович;25;М
2429;Макаров Анисим Всеволодович;33;М
2430;Полякова Клавдия Леонидовна;29;Ж
2431;Фортунат Венедиктович Павлов;25;М
2432;Фаина Тарасовна Брагина;33;Ж
2433;Маркова Агата Альбертовна;63;Ж
2434;Кудрявцева Ульяна Альбертовна;32;Ж
2435;Аполлон Афанасьевич Аксенов;65;М
2436;Кудрявцев Святополк Виленович;65;М
2437;Егоров Доброслав Димитриевич;59;М
2438;Владлен Изотович Голубев;53;М
2439;Лучезар Бориславович Сазонов;47;М
2440;Максим Авдеевич Сорокин;39;М
2441;Блинова Анастасия Георгиевна;59;Ж
2442;Октябрина Владимировна Бирюкова;35;Ж
2443;Аникей Артёмович Матвеев;29;М
2444;Архипова Татьяна Архиповна;50;Ж
2445;Лариса Робертовна Мухина;38;Ж
2446;Наумов Казимир Демидович;61;М
2447;Виктория Ивановна Савина;26;Ж
2448;Белов Матвей Григорьевич;34;М
2449;Варвара Константиновна Рожкова;34;Ж
2450;Иванна Леоновна Трофимова;32;Ж
2451;Любосмысл Георгиевич Фролов;59;М
2452;Щербакова Агата Леонидовна;54;Ж
2453;Соболев Варфоломей Брониславович;57;М
2454;Жанна Тимуровна Никифорова;47;Ж
2455;Игорь Гурьевич Гаврилов;54;М
2456;Галина Валентиновна Афанасьева;58;Ж
2457;Куприян Филиппович Сазонов;25;М
2458;Андреев Бажен Владиленович;34;М
2459;Бобылева Наталья Леонидовна;49;Ж
2460;Назаров Фома Терентьевич;49;М
2461;Рогов Мирослав Гавриилович;53;М
2462;тов. Мухина Вера Леонидовна;52;Ж
2463;Блинова Анжела Федоровна;34;Ж
2464;Куликова Нинель Афанасьевна;28;Ж
2465;Корнилов Твердислав Давыдович;47;М
2466;Королева Светлана Афанасьевна;42;Ж
2467;Юлиан Бориславович Громов;43;М
2468;Ульяна Рудольфовна Копылова;57;Ж
2469;Светлана Феликсовна Некрасова;57;Ж
2470;Станислав Ефремович Григорьев;32;М
2471;Владилен Филиппович Мартынов;43;М
2472;Акулина Афанасьевна Иванова;45;Ж
2473;Яковлева Прасковья Макаровна;62;Ж
2474;Третьяков Венедикт Адрианович;29;М
2475;Тимофей Исидорович Лобанов;28;М
2476;Иванна Михайловна Соловьева;46;Ж
2477;Панфилова Синклитикия Харитоновна;49;Ж
2478;тов. Тимофеева Дарья Ждановна;44;Ж
2479;Юлия Захаровна Симонова;34;Ж
2480;Николаева Галина Алексеевна;47;Ж
2481;Евгений Валентинович Селезнев;36;М
2482;Моисеева Октябрина Ефимовна;34;Ж
2483;Макарова Галина Тимофеевна;58;Ж
2484;Беляева Юлия Егоровна;62;Ж
2485;Журавлева Татьяна Константиновна;65;Ж
2486;Шарапова Нинель Тимофеевна;34;Ж
2487;Адам Денисович Давыдов;39;М
2488;Шестаков Любим Филиппович;49;М
2489;Никодим Ефстафьевич Семенов;54;М
2490;Валерий Даниилович Крюков;60;М
2491;Зинаида Кирилловна Артемьева;35;Ж
2492;Калинина Алевтина Харитоновна;26;Ж
2493;Федоров Дмитрий Владиславович;36;М
2494;Оксана Константиновна Лапина;52;Ж
2495;Карп Феофанович Хохлов;39;М
2496;Миронова Дарья Алексеевна;62;Ж
2497;Фаина Васильевна Костина;62;Ж
2498;Акулина Харитоновна Колесникова;57;Ж
2499;Сазонова Клавдия Николаевна;61;Ж
2500;Стрелкова Агата Рубеновна;62;Ж
2501;Евфросиния Ждановна Гущина;39;Ж
2502;Мокей Афанасьевич Фомин;61;М
2503;Иван Филатович Тихонов;50;М
2504;Кабанов Иван Трифонович;58;М
2505;Денисова Елена Александровна;63;Ж
2506;Георгий Демьянович Калашников;56;М
2507;Орлов Викторин Трофимович;44;М
2508;Силин Всеволод Геннадиевич;64;М
2509;Колесникова Валентина Игоревна;38;Ж
2510;Алексеева Прасковья Евгеньевна;63;Ж
2511;Дарья Кирилловна Ситникова;53;Ж
2512;Сергеев Милий Аксёнович;65;М
2513;Ипат Трифонович Нестеров;55;М
2514;Ильин Ферапонт Валерианович;62;М
2515;Лука Ааронович Федосеев;42;М
2516;Никонова Дарья Олеговна;34;Ж
2517;Наталья Кузьминична Савельева;25;Ж
2518;Морозов Изяслав Терентьевич;50;М
2519;Спартак Валентинович Рожков;53;М
2520;Осипова Нина Мироновна;49;Ж
2521;Никифоров Феликс Власович;58;М
2522;Владилен Борисович Зимин;33;М
2523;Субботина Вера Валентиновна;61;Ж
2524;Сидор Юльевич Щербаков;65;М
2525;Селиверстова Маргарита Леоновна;51;Ж
2526;Бурова Кира Романовна;58;Ж
2527;Бирюков Ефрем Викентьевич;63;М
2528;Всеволод Марсович Капустин;36;М
2529;Зимин Николай Якубович;60;М
2530;Новикова Ульяна Степановна;62;Ж
2531;Маргарита Ниловна Галкина;63;Ж
2532;Князев Галактион Федосьевич;61;М
2533;Брагин Кир Давыдович;56;М
2534;Зоя Артемовна Логинова;44;Ж
2535;Маргарита Семеновна Меркушева;41;Ж
2536;Борислав Харлампович Субботин;31;М
2537;Макаров Селиван Ааронович;29;М
2538;Калашников Адриан Анисимович;43;М
2539;Зайцева София Кузьминична;54;Ж
2540;Симонов Христофор Герасимович;53;М
2541;Алла Петровна Абрамова;37;Ж
2542;Пахомов Зиновий Жоресович;41;М
2543;Глафира Юрьевна Калинина;61;Ж
2544;Акулина Олеговна Королева;45;Ж
2545;Ладислав Власович Лобанов;50;М
2546;Исаков Егор Богданович;53;М
2547;Рябова Надежда Валентиновна;51;Ж
2548;Любовь Наумовна Бирюкова;30;Ж
2549;Носкова Варвара Наумовна;28;Ж
2550;Горшков Кондратий Трофимович;51;М
2551;Лазарева Нинель Вячеславовна;60;Ж
2552;Анна Яковлевна Казакова;64;Ж
2553;Лукия Святославовна Тетерина;29;Ж
2554;Милица Святославовна Боброва;40;Ж
2555;Савельев Моисей Якубович;49;М
2556;тов. Терентьев Кирилл Захарьевич;65;М
2557;Глеб Гертрудович Павлов;37;М
2558;Гуляева Маргарита Ниловна;30;Ж
2559;Виктория Тарасовна Елисеева;34;Ж
2560;Ларионов Эдуард Владленович;32;М
2561;Евлампий Демидович Бобылев;48;М
2562;Олег Фёдорович Гусев;36;М
2563;Логинова Иванна Олеговна;53;Ж
2564;Арсений Федосьевич Егоров;44;М
2565;Татьяна Яковлевна Стрелкова;55;Ж
2566;Зыков Ратибор Адрианович;60;М
2567;Анжелика Михайловна Аксенова;44;Ж
2568;Третьякова Клавдия Эдуардовна;40;Ж
2569;Наркис Федосеевич Носов;54;М
2570;Белоусова Милица Геннадьевна;30;Ж
2571;Вадим Жоресович Савельев;41;М
2572;Соколова Евпраксия Харитоновна;56;Ж
2573;Тетерин Мечислав Гордеевич;56;М
2574;Тимофеева Таисия Тимофеевна;59;Ж
2575;Бирюкова Октябрина Владиславовна;37;Ж
2576;Матвеева Олимпиада Феликсовна;52;Ж
2577;Волков Марк Власович;25;М
2578;Баранов Остап Давидович;55;М
2579;Максим Еремеевич Уваров;41;М
2580;Мартьян Архипович Потапов;53;М
2581;Дементьев Карл Гурьевич;53;М
2582;Вера Семеновна Лыткина;47;Ж
2583;Лукия Эдуардовна Шарова;50;Ж
2584;Лихачева Ирина Ждановна;46;Ж
2585;Дементьев Аггей Иосипович;38;М
2586;Владлен Валерьянович Лаврентьев;65;М
2587;Евдокимова Юлия Яковлевна;37;Ж
2588;Макар Харлампович Шестаков;37;М
2589;Назар Феофанович Рябов;46;М
2590;Вера Кирилловна Колесникова;43;Ж
2591;Павлов Спартак Гордеевич;56;М
2592;Чеслав Богданович Мишин;28;М
2593;Крюков Кузьма Афанасьевич;49;М
2594;Воронова Валентина Богдановна;61;Ж
2595;Гремислав Ефстафьевич Рогов;64;М
2596;Павел Жоресович Осипов;31;М
2597;Ермил Валентинович Кулагин;41;М
2598;Майя Вадимовна Федосеева;55;Ж
2599;Фёкла Максимовна Одинцова;32;Ж
2600;Светлана Мироновна Соколова;51;Ж
2601;Макар Феликсович Кошелев;32;М
2602;Исаева София Святославовна;37;Ж
2603;Регина Альбертовна Виноградова;49;Ж
2604;Татьяна Григорьевна Козлова;38;Ж
2605;Октябрина Максимовна Щукина;28;Ж
2606;Лукия Антоновна Бурова;33;Ж
2607;Евдокия Захаровна Дьячкова;43;Ж
2608;Мишин Антонин Брониславович;55;М
2609;Панова Алевтина Семеновна;25;Ж
2610;Маслов Петр Антонович;54;М
2611;Соколов Рубен Германович;28;М
2612;Игнатова Анна Натановна;34;Ж
2613;Корнил Димитриевич Кулагин;45;М
2614;Екатерина Григорьевна Данилова;25;Ж
2615;Медведев Агап Ильич;38;М
2616;Шарапов Евдоким Тимурович;37;М
2617;Самойлова Зоя Тимофеевна;50;Ж
2618;Ольга Федоровна Лихачева;28;Ж
2619;Мельников Севастьян Федосьевич;47;М
2620;Марфа Викторовна Кудряшова;35;Ж
2621;Людмила Леонидовна Савина;48;Ж
2622;Валерия Степановна Герасимова;34;Ж
2623;Эраст Иосипович Соколов;46;М
2624;Потапов Аверкий Викторович;65;М
2625;Милий Гертрудович Марков;43;М
2626;Одинцова Евпраксия Ефимовна;44;Ж
2627;Наумова Мария Юрьевна;40;Ж
2628;Емельян Федотович Фадеев;44;М
2629;Виссарион Еремеевич Данилов;27;М
2630;Носков Геннадий Бенедиктович;36;М
2631;Ирина Константиновна Воробьева;51;Ж
2632;Януарий Германович Попов;62;М
2633;Бурова Галина Оскаровна;50;Ж
2634;Дмитриев Спартак Ефремович;41;М
2635;Юдин Ефрем Брониславович;54;М
2636;Белозерова Наина Вадимовна;39;Ж
2637;Агафья Аркадьевна Лобанова;47;Ж
2638;Вероника Святославовна Герасимова;51;Ж
2639;Гущин Селиверст Гурьевич;65;М
2640;Иванна Эдуардовна Лихачева;56;Ж
2641;Муравьев Добромысл Евсеевич;58;М
2642;Евфросиния Даниловна Моисеева;44;Ж
2643;Журавлев Ермолай Федосьевич;27;М
2644;Кулакова Маргарита Владиславовна;62;Ж
2645;Некрасова Таисия Ефимовна;52;Ж
2646;Потапов Демьян Изотович;37;М
2647;Михеев Феликс Валерианович;31;М
2648;Беспалова Анжелика Альбертовна;32;Ж
2649;Аггей Яковлевич Данилов;50;М
2650;Силина Жанна Альбертовна;62;Ж
2651;Данилов Софон Абрамович;54;М
2652;Стрелкова Ия Антоновна;41;Ж
2653;Пономарев Григорий Гурьевич;63;М
2654;Октябрина Архиповна Мельникова;51;Ж
2655;Князев Игорь Елисеевич;51;М
2656;Елизавета Владимировна Дмитриева;39;Ж
2657;Ангелина Никифоровна Полякова;41;Ж
2658;Акулина Ждановна Васильева;43;Ж
2659;Климент Яковлевич Тихонов;41;М
2660;Василиса Евгеньевна Горбунова;45;Ж
2661;Стрелкова Вероника Георгиевна;32;Ж
2662;Раиса Тимуровна Гришина;28;Ж
2663;Михей Ерофеевич Медведев;39;М
2664;Митофан Даниилович Журавлев;63;М
2665;Жданова Антонина Ждановна;26;Ж
2666;Аристарх Алексеевич Дроздов;51;М
2667;Иосиф Демидович Федотов;57;М
2668;Пестов Лука Игнатьевич;29;М
2669;Дмитрий Адамович Прохоров;35;М
2670;Зайцева Жанна Юрьевна;33;Ж
2671;Клавдия Захаровна Осипова;25;Ж
2672;Любовь Анатольевна Муравьева;39;Ж
2673;Игнатьев Фортунат Игнатович;50;М
2674;Павел Иосипович Кабанов;59;М
2675;Василий Власович Уваров;44;М
2676;Лучезар Фомич Федоров;43;М
2677;Акулина Ивановна Ларионова;44;Ж
2678;Виноградова Марфа Архиповна;55;Ж
2679;Марфа Эльдаровна Попова;35;Ж
2680;Беляков Харитон Абрамович;59;М
2681;Нонна Вячеславовна Зыкова;47;Ж
2682;Беляева Нонна Александровна;29;Ж
2683;Ильин Илья Витальевич;54;М
2684;Натан Харлампович Логинов;65;М
2685;Белоусова Ия Богдановна;37;Ж
2686;Дмитриев Аким Елизарович;55;М
2687;Казакова Валерия Максимовна;65;Ж
2688;Капитон Давидович Третьяков;27;М
2689;Крылова Валерия Геннадиевна;60;Ж
2690;Зоя Андреевна Гусева;46;Ж
2691;Рожкова Прасковья Ивановна;29;Ж
2692;г-н Красильников Пимен Викторович;49;М
2693;Станимир Тихонович Гуляев;59;М
2694;Яковлев Тимофей Валерианович;52;М
2695;Болеслав Ерофеевич Бобров;44;М
2696;Фёкла Григорьевна Егорова;43;Ж
2697;Куликова Людмила Рубеновна;53;Ж
2698;Денис Филатович Рогов;65;М
2699;Варлаам Венедиктович Цветков;55;М
2700;Исаев Лавр Давидович;65;М
2701;Лора Матвеевна Вишнякова;27;Ж
2702;Исай Артурович Игнатьев;40;М
2703;Блохин Эраст Витальевич;61;М
2704;Родионов Пахом Богданович;65;М
2705;Ладислав Феликсович Блохин;65;М
2706;Самуил Дорофеевич Наумов;40;М
2707;Евфросиния Руслановна Воронцова;32;Ж
2708;Гаврилов Амос Эдуардович;42;М
2709;Ефимова Наталья Петровна;29;Ж
2710;Гедеон Игнатьевич Васильев;35;М
2711;Бирюков Назар Андреевич;60;М
2712;Давыдова Ия Кузьминична;62;Ж
2713;Суханова Екатерина Геннадьевна;47;Ж
2714;Агафонов Бронислав Владиславович;60;М
2715;Кир Трофимович Ершов;33;М
2716;Оксана Харитоновна Королева;49;Ж
2717;Мария Ниловна Панфилова;28;Ж
2718;Чернов Мариан Борисович;61;М
2719;Моисеева Валерия Станиславовна;47;Ж
2720;Никодим Жанович Блохин;32;М
2721;Никита Евстигнеевич Суханов;62;М
2722;Лора Владиславовна Трофимова;47;Ж
2723;Герман Игнатьевич Муравьев;60;М
2724;Кудряшов Никандр Жоресович;38;М
2725;Галактион Германович Овчинников;38;М
2726;Марфа Геннадьевна Суворова;55;Ж
2727;Дорофей Ааронович Воронцов;32;М
2728;Амвросий Адрианович Воронов;39;М
2729;Капустин Галактион Бориславович;37;М
2730;Анисим Жанович Егоров;38;М
2731;Абрамова Екатерина Богдановна;51;Ж
2732;Кудряшов Савватий Александрович;42;М
2733;Синклитикия Робертовна Белова;48;Ж
2734;Лидия Рубеновна Кудряшова;41;Ж
2735;Ульяна Кузьминична Казакова;59;Ж
2736;Фадеев Гордей Ефремович;40;М
2737;Валентин Димитриевич Копылов;25;М
2738;Регина Анатольевна Носова;48;Ж
2739;Агафонова Алла Вадимовна;36;Ж
2740;Прасковья Болеславовна Абрамова;35;Ж
2741;Стрелкова Надежда Рудольфовна;54;Ж
2742;Овчинников Остромир Жоресович;30;М
2743;Петр Дмитриевич Костин;39;М
2744;Лора Алексеевна Ермакова;31;Ж
2745;Раиса Кузьминична Филатова;27;Ж
2746;Колобова Зоя Егоровна;25;Ж
2747;Борисов Валентин Ермолаевич;26;М
2748;Щербаков Любим Денисович;37;М
2749;Элеонора Николаевна Брагина;34;Ж
2750;Прасковья Мироновна Колесникова;53;Ж
2751;Егорова Маргарита Львовна;59;Ж
2752;Богданов Пантелеймон Ермолаевич;28;М
2753;Осипов Мефодий Витальевич;38;М
2754;Леон Феофанович Лебедев;38;М
2755;Элеонора Оскаровна Боброва;63;Ж
2756;Нина Ивановна Быкова;60;Ж
2757;Фролов Христофор Августович;65;М
2758;Олимпиада Георгиевна Баранова;65;Ж
2759;Борисова Марфа Анатольевна;41;Ж
2760;Тихон Анисимович Харитонов;58;М
2761;Зиновьев Вениамин Эдгардович;58;М
2762;Фадеева Алевтина Даниловна;31;Ж
2763;Станислав Иларионович Шестаков;58;М
2764;Баранова Регина Альбертовна;34;Ж
2765;Дементьева Эмилия Вениаминовна;37;Ж
2766;Орлов Амвросий Артёмович;50;М
2767;Борисов Казимир Фокич;43;М
2768;Александрова Елена Геннадьевна;29;Ж
2769;Рябов Радислав Гордеевич;56;М
2770;Мартьян Фёдорович Мухин;26;М
2771;Василиса Анатольевна Крылова;33;Ж
2772;Наумов Викторин Демидович;44;М
2773;Фока Яковлевич Васильев;27;М
2774;Трофим Ааронович Гуляев;39;М
2775;Соколов Яков Филиппович;58;М
2776;Иванна Ильинична Молчанова;30;Ж
2777;Ильина Акулина Евгеньевна;45;Ж
2778;Беляева Милица Аркадьевна;42;Ж
2779;Силина Жанна Валериевна;48;Ж
2780;Молчанова Евгения Филипповна;40;Ж
2781;Антонина Богдановна Дементьева;61;Ж
2782;Милица Ивановна Тихонова;27;Ж
2783;Марков Андрей Егорович;56;М
2784;Варвара Феликсовна Лебедева;38;Ж
2785;Евлампий Владиленович Жуков;25;М
2786;Светлана Ждановна Ефремова;64;Ж
2787;Анисим Демидович Нестеров;64;М
2788;Харлампий Владиленович Бобров;27;М
2789;Анна Вячеславовна Игнатова;61;Ж
2790;Дорофеева Ангелина Валериевна;37;Ж
2791;Милица Мироновна Артемьева;28;Ж
2792;Попова Евгения Никифоровна;61;Ж
2793;Амвросий Димитриевич Никифоров;50;М
2794;тов. Артемьева Валентина Петровна;64;Ж
2795;Степан Афанасьевич Доронин;57;М
2796;Татьяна Ильинична Савина;40;Ж
2797;Юлия Кирилловна Якушева;25;Ж
2798;Рябова Акулина Константиновна;42;Ж
2799;Коновалова Евдокия Эльдаровна;36;Ж
2800;тов. Крюкова Нина Юльевна;55;Ж
2801;Феврония Эдуардовна Гуляева;59;Ж
2802;Виктор Виленович Савельев;48;М
2803;Потапова София Кузьминична;46;Ж
2804;Медведева Наина Семеновна;32;Ж
2805;Владимир Терентьевич Князев;52;М
2806;Ульяна Мироновна Зиновьева;54;Ж
2807;Киселева Елена Тимуровна;52;Ж
2808;Майя Валентиновна Фомичева;64;Ж
2809;Зинаида Ефимовна Кудряшова;48;Ж
2810;Воробьев Данила Теймуразович;25;М
2811;Маргарита Мироновна Кулакова;62;Ж
2812;Нонна Андреевна Евсеева;44;Ж
2813;Мельникова Людмила Святославовна;50;Ж
2814;Колесников Влас Теймуразович;33;М
2815;Лукьян Феликсович Фадеев;42;М
2816;Галактион Васильевич Горбунов;57;М
2817;Ираида Эльдаровна Андреева;62;Ж
2818;Зиновьева Пелагея Андреевна;48;Ж
2819;Авдеева Нинель Николаевна;56;Ж
2820;Большакова Маргарита Вениаминовна;39;Ж
2821;Соболева Зинаида Егоровна;27;Ж
2822;тов. Лыткин Пров Жанович;62;М
2823;Полина Даниловна Кулагина;34;Ж
2824;Егор Витальевич Колесников;39;М
2825;Савин Борислав Августович;39;М
2826;Прасковья Ильинична Блохина;59;Ж
2827;Марфа Артемовна Сидорова;56;Ж
2828;Максимильян Аксёнович Тарасов;56;М
2829;Брагин Лукьян Зиновьевич;65;М
2830;Бажен Терентьевич Рожков;42;М
2831;Молчанова Василиса Захаровна;60;Ж
2832;Матвей Артемьевич Федотов;48;М
2833;Феврония Владимировна Тарасова;50;Ж
2834;Кузьмин Мечислав Ермолаевич;31;М
2835;Азарий Алексеевич Красильников;37;М
2836;Алевтина Макаровна Романова;61;Ж
2837;Прохоров Конон Исидорович;28;М
2838;Лукия Станиславовна Цветкова;38;Ж
2839;Марина Петровна Борисова;45;Ж
2840;Ростислав Алексеевич Марков;36;М
2841;Феоктист Ермолаевич Тихонов;25;М
2842;Ананий Захарьевич Журавлев;46;М
2843;Беляева Варвара Наумовна;57;Ж
2844;Рожков Селиверст Адрианович;48;М
2845;Ангелина Эдуардовна Уварова;56;Ж
2846;Татьяна Алексеевна Рожкова;33;Ж
2847;Беспалова Лидия Руслановна;64;Ж
2848;Регина Робертовна Волкова;43;Ж
2849;Щербакова Ксения Яковлевна;33;Ж
2850;Маргарита Сергеевна Тимофеева;39;Ж
2851;Соколова Екатерина Руслановна;29;Ж
2852;Савелий Ильясович Соболев;37;М
2853;Аксенов Самсон Валерианович;54;М
2854;Сафонов Афиноген Юлианович;58;М
2855;Бобылев Геннадий Федосеевич;42;М
2856;Филиппова Юлия Ждановна;53;Ж
2857;Тарасова Елизавета Кирилловна;38;Ж
2858;Кудряшова Светлана Романовна;30;Ж
2859;Нина Викторовна Ефремова;25;Ж
2860;Прохоров Остромир Ефстафьевич;47;М
2861;Святополк Якубович Кириллов;51;М
2862;Тетерин Аскольд Викентьевич;65;М
2863;Миронова Нинель Эльдаровна;31;Ж
2864;Субботин Эраст Гордеевич;38;М
2865;Лихачева Анжелика Павловна;50;Ж
2866;Агафья Вадимовна Ефремова;43;Ж
2867;Макарова Светлана Ждановна;35;Ж
2868;Филарет Алексеевич Зиновьев;27;М
2869;Сысоева Фаина Владимировна;37;Ж
2870;Исай Трофимович Наумов;35;М
2871;Олег Аксёнович Родионов;61;М
2872;Кузнецов Антонин Ермолаевич;36;М
2873;Родион Филатович Кириллов;38;М
2874;Модест Изотович Архипов;65;М
2875;Марфа Кузьминична Кулагина;44;Ж
2876;Гришина Евгения Тимуровна;64;Ж
2877;Нинель Максимовна Алексеева;40;Ж
2878;Иван Феодосьевич Козлов;64;М
2879;Лазарь Ильич Некрасов;27;М
2880;Гаврила Ярославович Алексеев;60;М
2881;Селезнева София Тарасовна;39;Ж
2882;Гущин Ермолай Марсович;51;М
2883;Тамара Валериевна Котова;35;Ж
2884;Чернова Валентина Семеновна;62;Ж
2885;Тихонова Валентина Александровна;43;Ж
2886;Авдеев Владилен Тихонович;42;М
2887;Эмилия Оскаровна Савельева;51;Ж
2888;Горбунов Нифонт Архипович;43;М
2889;Лапин Трофим Игнатович;36;М
2890;Евсеева Тамара Харитоновна;33;Ж
2891;Сазонов Софрон Тимурович;43;М
2892;Стрелкова Пелагея Станиславовна;59;Ж
2893;Богданова Нинель Кузьминична;47;Ж
2894;Алина Кузьминична Котова;64;Ж
2895;Потап Филатович Макаров;30;М
2896;Фокин Агап Трофимович;40;М
2897;Исаков Глеб Викторович;29;М
2898;Зинаида Аскольдовна Кулакова;26;Ж
2899;Юдин Якуб Юлианович;25;М
2900;Мефодий Ильясович Тихонов;35;М
2901;Людмила Кузьминична Антонова;63;Ж
2902;Ипатий Викентьевич Устинов;41;М
2903;Мартынова Олимпиада Эдуардовна;60;Ж
2904;Аверкий Жанович Чернов;60;М
2905;Эммануил Авдеевич Дмитриев;40;М
2906;Красильникова Таисия Георгиевна;30;Ж
2907;Ростислав Фёдорович Королев;31;М
2908;Назар Афанасьевич Быков;32;М
2909;Ефрем Изотович Никифоров;44;М
2910;Онуфрий Ерофеевич Сысоев;41;М
2911;Нинель Кирилловна Терентьева;57;Ж
2912;Григорьева Ангелина Викторовна;63;Ж
2913;Агафья Георгиевна Абрамова;42;Ж
2914;Самойлова Ольга Павловна;62;Ж
2915;Евсеев Автоном Димитриевич;30;М
2916;Татьяна Артемовна Селезнева;36;Ж
2917;Полина Филипповна Михеева;57;Ж
2918;Иванова Варвара Захаровна;55;Ж
2919;Горбунова Ольга Георгиевна;30;Ж
2920;Владимиров Самсон Жанович;27;М
2921;Модест Антонович Королев;56;М
2922;Воронцова Любовь Афанасьевна;63;Ж
2923;Филарет Арсеньевич Прохоров;38;М
2924;Оксана Богдановна Трофимова;45;Ж
2925;Казаков Федот Виленович;35;М
2926;Давыд Харламович Лукин;48;М
2927;Сорокина Людмила Валериевна;27;Ж
2928;Гаврилов Прокл Харлампович;46;М
2929;Юдин Леонид Евсеевич;63;М
2930;Петр Жоресович Ларионов;52;М
2931;Евграф Дорофеевич Третьяков;63;М
2932;Красильникова Светлана Артемовна;47;Ж
2933;Гуляева Вероника Богдановна;26;Ж
2934;Ермакова Зоя Эльдаровна;28;Ж
2935;Григорьева Тамара Харитоновна;65;Ж
2936;Анна Харитоновна Гуляева;55;Ж
2937;Пономарев Валерий Бенедиктович;29;М
2938;Константинова Галина Филипповна;31;Ж
2939;Лора Павловна Дементьева;40;Ж
2940;Маркова Ия Павловна;61;Ж
2941;Синклитикия Рудольфовна Веселова;26;Ж
2942;Надежда Оскаровна Трофимова;43;Ж
2943;Флорентин Алексеевич Князев;65;М
2944;Вадим Марсович Самойлов;30;М
2945;Ефимов Евграф Трофимович;43;М
2946;Нонна Васильевна Сазонова;61;Ж
2947;Любовь Наумовна Сидорова;39;Ж
2948;Ювеналий Устинович Тетерин;51;М
2949;Гурьева Олимпиада Архиповна;25;Ж
2950;Юлия Борисовна Смирнова;52;Ж
2951;Крылова Антонина Афанасьевна;53;Ж
2952;Филиппова Оксана Архиповна;50;Ж
2953;Иосиф Игнатьевич Логинов;40;М
2954;Иван Гурьевич Крылов;46;М
2955;Михайлова Ия Николаевна;52;Ж
2956;Мстислав Игоревич Антонов;25;М
2957;Корнилов Аверкий Феофанович;37;М
2958;Марк Валерианович Захаров;52;М
2959;Никонов Фадей Антипович;31;М
2960;Носов Иларион Анатольевич;27;М
2961;Фомичева Полина Тарасовна;64;Ж
2962;Ксения Наумовна Зуева;28;Ж
2963;Воробьев Амос Борисович;48;М
2964;Самуил Федосьевич Трофимов;36;М
2965;Носков Епифан Архипович;64;М
2966;Лора Алексеевна Харитонова;38;Ж
2967;Данилов Ермил Димитриевич;32;М
2968;Нонна Наумовна Тимофеева;39;Ж
2969;Ксения Захаровна Мамонтова;55;Ж
2970;Аристарх Герасимович Жуков;39;М
2971;Кошелев Рубен Харлампьевич;31;М
2972;Ирина Павловна Прохорова;40;Ж
2973;Яковлева Феврония Степановна;41;Ж
2974;Александрова Олимпиада Никифоровна;26;Ж
2975;Севастьян Гаврилович Буров;39;М
2976;Лобанов Иннокентий Измаилович;52;М
2977;Наталья Леонидовна Коновалова;40;Ж
2978;Вячеслав Фомич Сафонов;44;М
2979;Кондрат Феоктистович Тихонов;37;М
2980;Фотий Гаврилович Лебедев;29;М
2981;Иларион Ануфриевич Копылов;34;М
2982;Марина Тимуровна Овчинникова;26;Ж
2983;Мартын Феликсович Самсонов;31;М
2984;Автоном Валерьевич Афанасьев;50;М
2985;Лукьян Ефстафьевич Королев;48;М
2986;Королева Анжелика Васильевна;37;Ж
2987;Федосеев Борис Евсеевич;60;М
2988;Коновалов Потап Егорович;65;М
2989;Филатова Любовь Захаровна;37;Ж
2990;Ларионов Лонгин Владиславович;38;М
2991;Любовь Ивановна Орехова;36;Ж
2992;Турова Агата Владимировна;28;Ж
2993;Игнатьева Эмилия Петровна;59;Ж
2994;Евсеева Татьяна Ефимовна;36;Ж
2995;Лукия Кузьминична Шарова;42;Ж
2996;Морозов Святополк Игнатович;60;М
2997;Кулаков Федор Валерьевич;44;М
2998;Ангелина Андреевна Калинина;57;Ж
2999;Воронова Зоя Святославовна;40;Ж
3000;Юдин Яков Гордеевич;40;М
3001;Ростислав Артурович Якушев;63;М
3002;Виноградов Парамон Валентинович;47;М
3003;Калинина Фёкла Викторовна;51;Ж
3004;Самойлова Любовь Вениаминовна;59;Ж
3005;Комаров Гордей Давыдович;49;М
3006;Варвара Леонидовна Гурьева;45;Ж
3007;Афанасьева Олимпиада Евгеньевна;37;Ж
3008;Боброва Юлия Яковлевна;45;Ж
3009;Архипов Амос Адамович;39;М
3010;Дьячкова Валентина Максимовна;56;Ж
3011;Мирослав Феликсович Никонов;56;М
3012;Мария Никифоровна Сафонова;54;Ж
3013;Евдокия Святославовна Сидорова;26;Ж
3014;Маркова Вероника Львовна;51;Ж
3015;Константинов Юрий Валентинович;28;М
3016;Кира Георгиевна Филатова;57;Ж
3017;Зимина София Геннадьевна;56;Ж
3018;Майя Вениаминовна Александрова;28;Ж
3019;Лидия Артемовна Меркушева;29;Ж
3020;Ксения Геннадиевна Большакова;53;Ж
3021;Сократ Иосифович Исаев;35;М
3022;Климент Федосеевич Сергеев;62;М
3023;Ермил Ааронович Овчинников;48;М
3024;Любовь Кузьминична Комарова;28;Ж
3025;Копылов Никон Адрианович;63;М
3026;Галкина Иванна Тарасовна;62;Ж
